1949-01-01,111.999985
1949-02-01,117.999985
1949-03-01,131.99998
1949-04-01,129.0
1949-05-01,120.99999
1949-06-01,135.00002
1949-07-01,147.99994
1949-08-01,147.99994
1949-09-01,135.99997
1949-10-01,119.00001
1949-11-01,104.00003
1949-12-01,117.999985
1950-01-01,114.99999
1950-02-01,126.00001
1950-03-01,140.99997
1950-04-01,135.00002
1950-05-01,124.99994
1950-06-01,149.0
1950-07-01,170.00002
1950-08-01,170.00002
1950-09-01,157.99994
1950-10-01,132.99992
1950-11-01,114.0
1950-12-01,139.99997
1951-01-01,144.99995
1951-02-01,149.99998
1951-03-01,177.99998
1951-04-01,163.00003
1951-05-01,171.99994
1951-06-01,177.99998
1951-07-01,199.00002
1951-08-01,199.00002
1951-09-01,184.00002
1951-10-01,161.99998
1951-11-01,145.99998
1951-12-01,165.99992
1952-01-01,171.00003
1952-02-01,179.99997
1952-03-01,192.99994
1952-04-01,180.99997
1952-05-01,183.0
1952-06-01,217.99995
1952-07-01,229.99994
1952-08-01,242.00005
1952-09-01,208.99997
1952-10-01,190.99992
1952-11-01,171.99994
1952-12-01,193.99995
1953-01-01,195.99995
1953-02-01,195.99995
1953-03-01,236.00012
1953-04-01,234.99995
1953-05-01,228.99992
1953-06-01,242.99982
1953-07-01,263.99988
1953-08-01,271.9998
1953-09-01,236.99988
1953-10-01,210.99992
1953-11-01,179.99997
1953-12-01,201.00005
1954-01-01,203.99998
1954-02-01,187.99991
1954-03-01,234.99995
1954-04-01,227.0
1954-05-01,234.00006
1954-06-01,263.99988
1954-07-01,301.9999
1954-08-01,293.0
1954-09-01,259.00006
1954-10-01,228.99992
1954-11-01,202.99998
1954-12-01,228.99992
1955-01-01,242.00005
1955-02-01,232.99982
1955-03-01,267.00003
1955-04-01,269.0
1955-05-01,269.9998
1955-06-01,314.99994
1955-07-01,364.00006
1955-08-01,346.99997
1955-09-01,311.99988
1955-10-01,273.99994
1955-11-01,236.99988
1955-12-01,277.99994
1956-01-01,284.00012
1956-02-01,277.00015
1956-03-01,317.00015
1956-04-01,312.99997
1956-05-01,317.9999
1956-06-01,373.9999
1956-07-01,412.99997
1956-08-01,405.00018
1956-09-01,354.99994
1956-10-01,305.99982
1956-11-01,270.99988
1956-12-01,305.99982
1957-01-01,314.99994
1957-02-01,300.9999
1957-03-01,355.99973
1957-04-01,348.00006
1957-05-01,354.99994
1957-06-01,421.99976
1957-07-01,464.99988
1957-08-01,466.99997
1957-09-01,403.99988
1957-10-01,346.99997
1957-11-01,304.99985
1957-12-01,336.0001
1958-01-01,339.99988
1958-02-01,317.9999
1958-03-01,362.00012
1958-04-01,348.00006
1958-05-01,362.99985
1958-06-01,434.9999
1958-07-01,490.99976
1958-08-01,504.9997
1958-09-01,403.99988
1958-10-01,358.99988
1958-11-01,309.99988
1958-12-01,336.99985
1959-01-01,359.99985
1959-02-01,342.00006
1959-03-01,405.9999
1959-04-01,396.00015
1959-05-01,419.99957
1959-06-01,472.00006
1959-07-01,547.9996
1959-08-01,559.00006
1959-09-01,462.9999
1959-10-01,406.99966
1959-11-01,362.00012
1959-12-01,405.00018
